SMAP_L3_SM_P_E_20150610_R17000_001.soil_moisture,SPL3SMP_E,A2015161,Lat13.474722Lon30.806389Samp1Line1,2021145224611,0.02000004,0.02000001,0.026341867,0.025290871,0.02000001,0.023179146,0.029982585,0.02000004,0.02000001
SMAP_L3_SM_P_E_20150611_R17000_001.soil_moisture,SPL3SMP_E,A2015162,Lat13.474722Lon30.806389Samp1Line1,2021145224611,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150612_R17000_001.soil_moisture,SPL3SMP_E,A2015163,Lat13.474722Lon30.806389Samp1Line1,2021145224612,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150613_R17000_001.soil_moisture,SPL3SMP_E,A2015164,Lat13.474722Lon30.806389Samp1Line1,2021145224613,0.023853613,0.027121512,0.025201788,0.02292486,0.02254744,0.024591655,0.02000001,0.02000004,0.025746292
SMAP_L3_SM_P_E_20150614_R17000_001.soil_moisture,SPL3SMP_E,A2015165,Lat13.474722Lon30.806389Samp1Line1,2021145224613,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150615_R17000_001.soil_moisture,SPL3SMP_E,A2015166,Lat13.474722Lon30.806389Samp1Line1,2021145224613,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150616_R17000_002.soil_moisture,SPL3SMP_E,A2015167,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150617_R17000_002.soil_moisture,SPL3SMP_E,A2015168,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150618_R17000_001.soil_moisture,SPL3SMP_E,A2015169,Lat13.474722Lon30.806389Samp1Line1,2021145224614,0.02000004,0.02000001,0.01999998,0.02000001,0.02000001,0.020263325,0.023119748,0.02000004,0.021258287
SMAP_L3_SM_P_E_20150619_R17000_001.soil_moisture,SPL3SMP_E,A2015170,Lat13.474722Lon30.806389Samp1Line1,2021145224615,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150620_R17000_001.soil_moisture,SPL3SMP_E,A2015171,Lat13.474722Lon30.806389Samp1Line1,2021145224615,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150621_R17000_001.soil_moisture,SPL3SMP_E,A2015172,Lat13.474722Lon30.806389Samp1Line1,2021145224615,0.02000004,0.02000001,0.01999998,0.02000001,0.02000001,0.02000001,0.02000001,0.02000004,0.02000001
SMAP_L3_SM_P_E_20150622_R17000_002.soil_moisture,SPL3SMP_E,A2015173,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150623_R17000_002.soil_moisture,SPL3SMP_E,A2015174,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150624_R17000_002.soil_moisture,SPL3SMP_E,A2015175,Lat13.474722Lon30.806389Samp1Line1,2021146113046,0.02000004,0.020581484,0.02327859,0.021214772,0.021821633,0.024239115,0.022157723,0.020059535,0.027423145
SMAP_L3_SM_P_E_20150625_R17000_002.soil_moisture,SPL3SMP_E,A2015176,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150626_R17000_002.soil_moisture,SPL3SMP_E,A2015177,Lat13.474722Lon30.806389Samp1Line1,2021146113046,0.062258046,0.07162774,0.087019384,0.07665189,0.08709134,0.10091305,0.09291826,0.103133135,0.108864225
SMAP_L3_SM_P_E_20150627_R17000_002.soil_moisture,SPL3SMP_E,A2015178,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150628_R17000_002.soil_moisture,SPL3SMP_E,A2015179,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150629_R17000_002.soil_moisture,SPL3SMP_E,A2015180,Lat13.474722Lon30.806389Samp1Line1,2021146113046,0.02789925,0.03085434,0.028541133,0.041865822,0.038951714,0.030642396,0.05170588,0.044047102,0.033539806
SMAP_L3_SM_P_E_20150630_R17000_002.soil_moisture,SPL3SMP_E,A2015181,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150701_R17000_002.soil_moisture,SPL3SMP_E,A2015182,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150702_R17000_002.soil_moisture,SPL3SMP_E,A2015183,Lat13.474722Lon30.806389Samp1Line1,2021146113046,0.030648105,0.028898606,0.035832696,0.0346082,0.033079762,0.032774642,0.03845179,0.03485041,0.031413417
SMAP_L3_SM_P_E_20150703_R17000_002.soil_moisture,SPL3SMP_E,A2015184,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150704_R17000_002.soil_moisture,SPL3SMP_E,A2015185,Lat13.474722Lon30.806389Samp1Line1,2021146113046,0.02231572,0.021512501,0.020688217,0.024594354,0.024800908,0.024598133,0.02000001,0.022746958,0.02485471
SMAP_L3_SM_P_E_20150705_R17000_002.soil_moisture,SPL3SMP_E,A2015186,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150706_R17000_002.soil_moisture,SPL3SMP_E,A2015187,Lat13.474722Lon30.806389Samp1Line1,2021146113046,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150707_R17000_002.soil_moisture,SPL3SMP_E,A2015188,Lat13.474722Lon30.806389Samp1Line1,2021146113046,0.02000004,0.02000001,0.02309055,0.020924207,0.02000001,0.023890993,0.022059303,0.02000004,0.028687196
SMAP_L3_SM_P_E_20150708_R17000_001.soil_moisture,SPL3SMP_E,A2015189,Lat13.474722Lon30.806389Samp1Line1,2021145224622,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150709_R17000_001.soil_moisture,SPL3SMP_E,A2015190,Lat13.474722Lon30.806389Samp1Line1,2021145224622,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150710_R17000_001.soil_moisture,SPL3SMP_E,A2015191,Lat13.474722Lon30.806389Samp1Line1,2021145224623,0.02000004,0.02000001,0.01999998,0.02000001,0.02000001,0.02000001,0.02000001,0.02000004,0.02000001
SMAP_L3_SM_P_E_20150711_R17000_001.soil_moisture,SPL3SMP_E,A2015192,Lat13.474722Lon30.806389Samp1Line1,2021145224624,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150712_R17000_001.soil_moisture,SPL3SMP_E,A2015193,Lat13.474722Lon30.806389Samp1Line1,2021145224624,0.02000004,0.02000001,0.02207972,0.020675082,0.02000001,0.02342196,0.023751933,0.02000004,0.02000001
SMAP_L3_SM_P_E_20150713_R17000_001.soil_moisture,SPL3SMP_E,A2015194,Lat13.474722Lon30.806389Samp1Line1,2021145224625,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150714_R17000_001.soil_moisture,SPL3SMP_E,A2015195,Lat13.474722Lon30.806389Samp1Line1,2021145224626,F,F,F,F,F,F,F,F,F
SMAP_L3_SM_P_E_20150715_R17000_001.soil_moisture,SPL3SMP_E,A2015196,Lat13.474722Lon30.806389Samp1Line1,2021145224626,0.0748963,0.07263082,0.068637244,0.07570436,0.076095134,0.07608706,0.078762874,0.07965052,0.08315777
SMAP_L3_SM_P_E_20150716_R17000_001.soil_moisture,SPL3SMP_E,A2015197,Lat13.474722Lon30.806389Samp1Line1,2021145224626,F,F,F,F,F,F,F,F,F
